x,y
0.0,1.7365341616602326
0.01,1.5973351132272942
0.02,1.4570775558389086
0.03,1.3179566976038668
0.04,1.18233348026031
0.05,1.0526717865406305
0.060000000000000005,0.9314664858068826
0.07,0.8211651108510618
0.08,0.7240865156688692
0.09,0.6423402433898158
0.09999999999999999,0.5777504969862743
0.10999999999999999,0.5317885294415947
0.11999999999999998,0.505516949090469
0.12999999999999998,0.4995488833283619
0.13999999999999999,0.5140241919734274
0.15,0.5486040188695132
0.16,0.6024839781055609
0.17,0.674425258339105
0.18000000000000002,0.7628019657519336
0.19000000000000003,0.8656621794952928
0.20000000000000004,0.9807995196455992
0.21000000000000005,1.10583156882094
0.22000000000000006,1.2382812692402083
0.23000000000000007,1.3756574425976111
0.24000000000000007,1.5155308373568823
0.25000000000000006,1.6556025668389989
0.26000000000000006,1.7937624183019605
0.2700000000000001,1.9281352356379027
0.2800000000000001,2.0571143498408913
0.2900000000000001,2.1793817964058384
0.3000000000000001,2.2939157670158816
0.3100000000000001,2.399986352899417
0.3200000000000001,2.497141119121659
0.3300000000000001,2.5851823854647393
0.34000000000000014,2.664138275686409
0.35000000000000014,2.7342296395534826
0.36000000000000015,2.795834867352637
0.37000000000000016,2.8494544277824705
0.38000000000000017,2.895676694586961
0.3900000000000002,2.9351463137691916
0.4000000000000002,2.968536029433026
0.4100000000000002,2.9965225568930602
0.4200000000000002,3.019766786858932
0.4300000000000002,3.0388983391683553
0.4400000000000002,3.0545042681714287
0.45000000000000023,3.0671215587285543
0.46000000000000024,3.0772329416289006
0.47000000000000025,3.085265496216021
0.48000000000000026,3.0915914897019054
0.49000000000000027,3.096530919103574
0.5000000000000002,3.1003552643956844
0.5100000000000002,3.103292021978512
0.5200000000000002,3.1055296583394307
0.5300000000000002,3.107222698444163
0.5400000000000003,3.1084967369217305
0.5500000000000003,3.1094532289167307
0.5600000000000003,3.110173979317899
0.5700000000000003,3.110725302822168
0.5800000000000003,3.111161872750711
0.5900000000000003,3.111530314121943
0.6000000000000003,3.111872626989581
0.6100000000000003,3.11222955035669
0.6200000000000003,3.1126439958367977
0.6300000000000003,3.1131646940885562
0.6400000000000003,3.1138502058692015
0.6500000000000004,3.114773452731328
0.6600000000000004,3.1160269187052188
0.6700000000000004,3.1177286619380706
0.6800000000000004,3.12002925185371
0.6900000000000004,3.1231197102467045
0.7000000000000004,3.127240481022764
0.7100000000000004,3.13269138047161
0.7200000000000004,3.139842386108874
0.7300000000000004,3.1491450065283146
0.7400000000000004,3.1611438383748505
0.7500000000000004,3.1764877627797654
0.7600000000000005,3.1959400684725896
0.7700000000000005,3.220386621524825
0.7800000000000005,3.2508410447985945
0.7900000000000005,3.288445739294027
0.8000000000000005,3.334467492897335
0.8100000000000005,3.390286399270148
0.8200000000000005,3.4573768706274635
0.8300000000000005,3.537279690964841
0.8400000000000005,3.6315643349221607
0.8500000000000005,3.741781179480067
0.8600000000000005,3.8694037598483413
0.8700000000000006,4.015761855167699
0.8800000000000006,4.181966909728049
0.8900000000000006,4.368832064343162
0.9000000000000006,4.576789841404876
0.9100000000000006,4.805811237229986
0.9200000000000006,5.055330561576389
0.9300000000000006,5.324180760168912
0.9400000000000006,5.6105440997079565
0.9500000000000006,5.911922935001735
0.9600000000000006,6.225134780753328
0.9700000000000006,6.546335065350806
0.9800000000000006,6.871069767215991
0.9900000000000007,7.194358671718525
